Redshift,K-band mag,K-band dmag
 0.146, 20.475, 0.238
 0.091, 20.898, 0.336
 0.173, 19.434, 0.098
 0.190, 17.537, 0.018
 0.195, 20.182, 0.186
 0.159, 21.614, 0.577
 0.191, 21.197, 0.424
 0.197, 20.202, 0.190
 0.168, 21.675, 0.602
 0.108, 20.552, 0.254
 0.177, 18.650, 0.049
 0.052, 20.722, 0.292
 0.157, 19.491, 0.103
 0.134, 19.140, 0.075
 0.151, 18.399, 0.039
 0.071, 21.988, 0.746
 0.196, 21.386, 0.488
 0.106, 21.837, 0.674
 0.042, 20.346, 0.214
 0.124, 21.973, 0.739
 0.058, 21.455, 0.514
 0.195, 18.970, 0.065
 0.163, 20.521, 0.247
 0.171, 18.383, 0.038
 0.181, 17.334, 0.015
 0.104, 17.555, 0.018
 0.178, 20.641, 0.273
 0.124, 20.836, 0.320
 0.188, 21.164, 0.413
 0.102, 18.817, 0.056
 0.175, 17.885, 0.024
 0.162, 20.787, 0.307
 0.147, 21.535, 0.545
 0.122, 20.391, 0.222
 0.135, 21.499, 0.531
 0.087, 21.483, 0.524
 0.147, 14.587, 0.001
 0.051, 19.689, 0.122
 0.071, 19.931, 0.151
 0.197, 21.276, 0.450
 0.120, 12.949, 0.000
 0.189, 20.680, 0.282
 0.120, 21.937, 0.722
 0.182, 21.640, 0.587
 0.020, 15.874, 0.004
 0.101, 19.975, 0.156
 0.158, 21.301, 0.458
 0.129, 19.202, 0.080
 0.081, 16.336, 0.006
 0.090, 21.866, 0.688
 0.168, 14.402, 0.001
 0.167, 20.495, 0.242
 0.159, 19.606, 0.114
 0.172, 20.902, 0.337
 0.158, 20.479, 0.239
 0.110, 21.092, 0.391
 0.106, 21.824, 0.668
 0.189, 15.604, 0.003
 0.172, 20.715, 0.290
 0.102, 19.842, 0.139
 0.193, 20.737, 0.295
 0.075, 14.792, 0.001
 0.073, 21.668, 0.599
 0.118, 20.285, 0.203
 0.181, 19.023, 0.068
 0.105, 21.417, 0.500
 0.064, 19.339, 0.090
 0.082, 19.424, 0.097
 0.150, 21.367, 0.482
 0.074, 12.956, 0.000
 0.154, 17.868, 0.024
 0.118, 20.479, 0.239
 0.138, 20.770, 0.303
 0.195, 20.911, 0.339
 0.101, 20.862, 0.326
 0.168, 21.034, 0.374
 0.163, 20.857, 0.325
 0.109, 18.997, 0.066
 0.053, 16.153, 0.005
 0.199, 21.680, 0.604
 0.172, 17.381, 0.015
 0.119, 14.747, 0.001
 0.137, 20.345, 0.214
 0.189, 15.119, 0.002
 0.166, 21.930, 0.718
 0.162, 21.118, 0.399
 0.082, 16.935, 0.010
 0.150, 20.886, 0.333
 0.154, 21.450, 0.512
 0.164, 21.400, 0.493
 0.165, 21.933, 0.720
 0.130, 21.168, 0.414
 0.169, 21.336, 0.471
 0.094, 15.759, 0.003
 0.134, 18.951, 0.064
 0.132, 19.558, 0.109
 0.155, 19.427, 0.097
 0.092, 19.941, 0.152
 0.114, 20.049, 0.167
 0.122, 19.205, 0.080
 0.155, 21.522, 0.540
 0.148, 20.128, 0.178
 0.147, 19.740, 0.128
 0.186, 20.754, 0.299
 0.071, 20.104, 0.175
 0.163, 20.631, 0.271
 0.160, 20.989, 0.361
 0.134, 20.719, 0.291
 0.119, 20.595, 0.263
 0.128, 20.560, 0.256
 0.092, 21.453, 0.513
 0.170, 21.968, 0.736
 0.173, 21.550, 0.551
 0.111, 18.944, 0.063
 0.132, 16.064, 0.005
 0.069, 20.646, 0.274
 0.193, 20.897, 0.335
 0.135, 21.288, 0.454
 0.175, 17.668, 0.020
 0.107, 21.323, 0.466
 0.078, 18.844, 0.058
 0.192, 20.907, 0.338
 0.175, 20.931, 0.345
 0.147, 21.115, 0.398
 0.159, 21.238, 0.437
 0.126, 21.992, 0.749
 0.199, 21.079, 0.387
 0.179, 21.213, 0.429
 0.090, 19.404, 0.095
 0.100, 21.377, 0.485
 0.126, 20.811, 0.313
 0.138, 19.413, 0.096
 0.155, 21.239, 0.438
 0.157, 21.296, 0.457
 0.126, 21.114, 0.398
 0.077, 20.055, 0.167
 0.061, 20.518, 0.247
 0.138, 20.988, 0.360
 0.020, 12.308, 0.000
 0.118, 21.014, 0.368
 0.129, 21.013, 0.368
 0.043, 21.953, 0.730
 0.099, 21.984, 0.745
 0.199, 20.463, 0.236
 0.093, 18.461, 0.041
 0.140, 18.695, 0.051
 0.086, 21.327, 0.467
 0.194, 20.933, 0.345
 0.088, 19.546, 0.108
 0.095, 16.928, 0.010
 0.166, 17.548, 0.018
 0.142, 19.341, 0.090
 0.047, 21.517, 0.538
 0.176, 21.985, 0.745
 0.172, 19.145, 0.076
 0.159, 21.000, 0.364
 0.119, 21.003, 0.365
 0.144, 21.102, 0.394
 0.082, 21.699, 0.613
 0.193, 20.824, 0.317
 0.165, 21.979, 0.742
 0.122, 21.793, 0.654
 0.113, 21.285, 0.453
 0.174, 21.124, 0.401
 0.132, 14.479, 0.001
 0.137, 19.391, 0.094
 0.126, 20.388, 0.222
 0.167, 15.577, 0.003
 0.176, 19.273, 0.085
 0.168, 18.972, 0.065
 0.108, 20.874, 0.330
 0.157, 20.421, 0.228
 0.179, 21.447, 0.511
 0.035, 17.935, 0.025
 0.160, 20.727, 0.293
 0.131, 20.756, 0.300
 0.139, 19.338, 0.090
 0.038, 21.320, 0.465
 0.178, 17.483, 0.017
 0.167, 17.211, 0.013
 0.173, 21.644, 0.589
 0.183, 21.893, 0.700
 0.187, 21.410, 0.497
 0.088, 21.729, 0.625
 0.143, 17.881, 0.024
 0.094, 20.184, 0.187
 0.189, 20.990, 0.361
 0.089, 19.782, 0.132
 0.181, 21.639, 0.587
 0.113, 20.778, 0.305
 0.150, 20.030, 0.164
 0.195, 21.410, 0.497
 0.181, 15.518, 0.003
 0.189, 21.945, 0.726
 0.189, 21.738, 0.630
 0.184, 15.140, 0.002
 0.144, 18.518, 0.043
 0.174, 21.161, 0.412
 0.187, 21.913, 0.710
 0.159, 20.768, 0.303
 0.032, 16.055, 0.005
 0.076, 21.150, 0.409
 0.154, 20.776, 0.305
 0.051, 20.046, 0.166
 0.089, 21.961, 0.733
 0.174, 17.801, 0.022
 0.099, 15.245, 0.002
 0.102, 19.068, 0.071
 0.157, 20.231, 0.194
 0.086, 21.870, 0.690
 0.122, 19.213, 0.080
 0.184, 19.913, 0.148
 0.112, 20.515, 0.246
 0.134, 16.563, 0.007
 0.151, 16.559, 0.007
 0.174, 21.045, 0.377
 0.171, 20.655, 0.276
 0.089, 21.766, 0.642
 0.134, 20.083, 0.171
 0.187, 21.713, 0.619
 0.149, 15.471, 0.003
 0.101, 21.403, 0.495
 0.116, 21.384, 0.488
 0.136, 20.328, 0.211
 0.094, 20.951, 0.350
 0.146, 21.457, 0.515
 0.079, 21.252, 0.442
 0.137, 20.966, 0.354
 0.075, 20.819, 0.315
 0.180, 21.590, 0.567
 0.161, 21.457, 0.515
 0.109, 16.005, 0.004
 0.084, 19.456, 0.100
 0.081, 21.482, 0.524
 0.198, 21.231, 0.435
 0.043, 17.550, 0.018
 0.192, 21.608, 0.574
 0.105, 20.638, 0.272
 0.177, 20.468, 0.237
 0.095, 19.595, 0.112
 0.133, 17.460, 0.016
 0.164, 18.543, 0.044
 0.109, 21.346, 0.474
 0.114, 19.820, 0.137
 0.038, 21.179, 0.418
 0.183, 13.954, 0.001
 0.161, 18.671, 0.049
 0.177, 21.360, 0.479
 0.192, 19.855, 0.141
 0.147, 17.112, 0.012
 0.129, 21.182, 0.419
 0.195, 18.358, 0.037
 0.171, 21.848, 0.679
 0.087, 20.749, 0.298
 0.152, 21.307, 0.460
 0.134, 21.330, 0.469
 0.188, 20.878, 0.330
 0.076, 20.846, 0.322
 0.118, 19.799, 0.134
 0.115, 20.789, 0.308
 0.104, 21.039, 0.375
 0.180, 21.643, 0.589
 0.129, 21.538, 0.546
 0.104, 20.757, 0.300
 0.121, 21.732, 0.627
 0.144, 16.562, 0.007
 0.159, 19.738, 0.127
 0.104, 20.215, 0.192
 0.187, 19.212, 0.080
 0.107, 21.487, 0.526
 0.145, 21.706, 0.615
 0.110, 21.240, 0.438
 0.178, 20.841, 0.321
 0.198, 19.498, 0.103
 0.171, 21.237, 0.437
 0.190, 20.795, 0.309
 0.092, 21.394, 0.491
 0.159, 20.313, 0.208
 0.137, 18.868, 0.059
 0.188, 18.283, 0.035
 0.191, 20.462, 0.236
 0.193, 18.910, 0.061
 0.199, 20.105, 0.175
 0.127, 19.750, 0.129
 0.151, 21.875, 0.692
 0.039, 21.022, 0.370
 0.083, 21.176, 0.417
 0.152, 21.477, 0.522
 0.094, 17.833, 0.023
 0.171, 19.096, 0.072
 0.184, 21.929, 0.718
 0.120, 20.384, 0.221
 0.102, 20.814, 0.314
 0.181, 21.670, 0.600
 0.120, 21.646, 0.590
 0.106, 17.384, 0.015
 0.124, 20.914, 0.340
 0.154, 20.939, 0.347
 0.113, 21.303, 0.459
 0.102, 21.684, 0.606
 0.142, 20.503, 0.244
 0.159, 20.080, 0.171
 0.034, 20.155, 0.182
 0.124, 20.634, 0.272
 0.166, 21.679, 0.604
 0.107, 20.581, 0.260
 0.156, 19.935, 0.151
 0.108, 21.774, 0.646
 0.148, 20.249, 0.197
 0.144, 19.827, 0.138
 0.089, 21.767, 0.642
 0.112, 21.023, 0.371
 0.189, 20.199, 0.189
 0.046, 21.927, 0.717
 0.163, 20.662, 0.278
 0.115, 21.479, 0.523
 0.181, 20.895, 0.335
 0.200, 20.145, 0.181
 0.188, 21.685, 0.607
 0.142, 21.052, 0.379
 0.141, 21.120, 0.400
 0.087, 21.268, 0.447
 0.157, 17.412, 0.016
 0.164, 20.356, 0.216
 0.137, 21.946, 0.726
 0.165, 19.539, 0.107
 0.144, 20.923, 0.343
 0.093, 19.830, 0.138
 0.177, 12.877, 0.000
 0.044, 17.767, 0.022
 0.107, 14.893, 0.002
 0.199, 21.201, 0.425
 0.189, 21.649, 0.591
 0.088, 21.368, 0.482
 0.078, 17.669, 0.020
 0.093, 20.329, 0.211
 0.140, 20.688, 0.284
 0.150, 21.195, 0.423
 0.163, 21.133, 0.403
 0.080, 15.763, 0.003
 0.193, 19.763, 0.130
 0.072, 21.997, 0.751
 0.145, 18.059, 0.028
 0.149, 21.719, 0.621
 0.198, 17.322, 0.015
 0.141, 13.927, 0.001
 0.183, 20.380, 0.220
 0.093, 18.220, 0.033
 0.160, 15.176, 0.002
 0.100, 21.633, 0.584
 0.076, 16.634, 0.008
 0.111, 18.777, 0.054
 0.197, 21.104, 0.395
 0.179, 19.497, 0.103
 0.168, 20.571, 0.258
 0.190, 21.976, 0.741
 0.116, 19.807, 0.135
 0.179, 21.739, 0.630
 0.120, 17.555, 0.018
 0.189, 21.483, 0.524
 0.049, 20.067, 0.169
 0.138, 21.289, 0.454
 0.155, 19.675, 0.121
 0.026, 20.655, 0.276
 0.110, 19.427, 0.097
 0.194, 18.461, 0.041
 0.096, 20.348, 0.214
 0.191, 20.938, 0.347
 0.108, 13.739, 0.001
 0.144, 21.106, 0.395
 0.049, 14.498, 0.001
 0.163, 21.888, 0.698
 0.124, 20.493, 0.242
 0.069, 19.680, 0.121
 0.045, 21.219, 0.431
 0.178, 20.459, 0.235
 0.183, 20.062, 0.168
 0.194, 18.542, 0.044
 0.155, 20.298, 0.206
 0.152, 20.692, 0.285
 0.149, 21.646, 0.590
 0.184, 19.969, 0.156
 0.104, 21.375, 0.484
 0.146, 21.509, 0.535
 0.197, 20.992, 0.362
 0.122, 16.285, 0.006
 0.190, 21.633, 0.585
 0.170, 17.271, 0.014
 0.161, 20.097, 0.174
 0.106, 21.494, 0.529
 0.150, 21.666, 0.598
 0.172, 16.919, 0.010
 0.128, 17.738, 0.021
 0.032, 20.903, 0.337
 0.114, 19.913, 0.148
 0.181, 20.583, 0.261
 0.161, 21.354, 0.477
 0.083, 21.399, 0.493
 0.192, 17.890, 0.024
 0.139, 18.231, 0.033
 0.161, 20.195, 0.188
 0.168, 19.934, 0.151
 0.172, 21.082, 0.388
 0.137, 21.910, 0.708
 0.171, 21.063, 0.382
 0.077, 21.366, 0.481
 0.146, 20.600, 0.264
 0.184, 21.954, 0.730
 0.044, 18.125, 0.030
 0.109, 21.523, 0.540
 0.141, 20.893, 0.334
 0.183, 21.063, 0.382
 0.167, 19.638, 0.117
 0.169, 19.135, 0.075
 0.137, 19.967, 0.155
 0.178, 20.920, 0.342
 0.176, 20.101, 0.174
 0.157, 20.970, 0.356
 0.184, 20.385, 0.221
 0.111, 17.574, 0.018
 0.182, 21.992, 0.749
 0.143, 19.453, 0.099
 0.018, 17.297, 0.014
 0.125, 21.824, 0.668
 0.173, 21.844, 0.678
 0.155, 20.385, 0.221
 0.162, 21.232, 0.435
 0.035, 21.510, 0.535
 0.100, 21.539, 0.546
 0.172, 21.709, 0.617
 0.185, 12.999, 0.000
 0.132, 21.807, 0.660
 0.092, 15.299, 0.002
 0.166, 19.528, 0.106
 0.156, 20.491, 0.242
 0.190, 21.679, 0.604
 0.145, 21.812, 0.663
 0.191, 21.342, 0.473
 0.032, 19.901, 0.147
 0.123, 20.967, 0.355
 0.145, 19.839, 0.139
 0.115, 21.956, 0.731
 0.104, 20.843, 0.322
 0.109, 21.899, 0.703
 0.100, 21.871, 0.690
 0.145, 20.290, 0.204
 0.076, 19.076, 0.071
 0.100, 15.330, 0.002
 0.167, 17.851, 0.024
 0.015, 19.200, 0.079
 0.167, 20.117, 0.177
 0.089, 21.022, 0.370
 0.144, 20.384, 0.221
 0.180, 20.802, 0.311
 0.110, 20.523, 0.248
 0.148, 18.612, 0.047
 0.049, 18.921, 0.062
 0.140, 19.181, 0.078
 0.185, 18.429, 0.040
 0.169, 21.925, 0.716
 0.060, 20.196, 0.189
 0.092, 21.683, 0.606
 0.084, 15.797, 0.004
 0.117, 19.819, 0.137
 0.096, 20.214, 0.192
 0.146, 18.731, 0.052
 0.128, 20.105, 0.175
 0.033, 21.196, 0.423
 0.188, 19.513, 0.105
 0.158, 21.490, 0.527
 0.104, 21.372, 0.483
 0.075, 21.411, 0.498
 0.176, 18.369, 0.038
 0.110, 21.018, 0.369
 0.125, 20.694, 0.285
 0.163, 21.882, 0.695
 0.121, 21.127, 0.402
 0.151, 20.808, 0.313
 0.158, 18.287, 0.035
 0.181, 21.331, 0.469
 0.200, 21.727, 0.625
 0.167, 21.676, 0.603
 0.077, 20.258, 0.199
 0.187, 20.331, 0.211
 0.106, 19.118, 0.074
 0.143, 19.784, 0.133
 0.153, 21.931, 0.719
 0.161, 20.582, 0.260
 0.160, 20.251, 0.198
 0.192, 21.036, 0.374
 0.181, 20.618, 0.268
 0.077, 21.700, 0.613
 0.079, 20.593, 0.263
 0.065, 20.037, 0.165
 0.189, 18.660, 0.049
 0.195, 21.772, 0.644
 0.087, 19.608, 0.114
 0.066, 18.477, 0.042
 0.197, 19.793, 0.134
 0.057, 18.714, 0.051
 0.041, 21.995, 0.750
 0.113, 20.706, 0.288
 0.109, 19.392, 0.094
 0.146, 21.260, 0.444
 0.161, 18.185, 0.032
 0.181, 13.806, 0.001
 0.109, 20.871, 0.329
 0.132, 21.998, 0.752
 0.179, 21.672, 0.601
 0.185, 21.381, 0.486
 0.177, 19.499, 0.103
 0.098, 21.977, 0.741
 0.171, 18.788, 0.055
 0.046, 18.509, 0.043
 0.132, 15.249, 0.002
 0.187, 21.861, 0.685
 0.092, 21.628, 0.582
 0.195, 18.048, 0.028
 0.126, 21.790, 0.652
 0.102, 21.628, 0.582
 0.026, 18.761, 0.054
 0.075, 19.359, 0.091
 0.042, 20.989, 0.361
 0.173, 21.207, 0.427
 0.098, 20.853, 0.324
 0.119, 21.869, 0.689
 0.140, 15.651, 0.003
 0.172, 21.401, 0.494
 0.105, 19.173, 0.077
 0.124, 20.275, 0.202
 0.167, 21.822, 0.667
 0.145, 21.967, 0.736
 0.136, 21.996, 0.750
 0.061, 20.246, 0.197
 0.148, 20.503, 0.244
 0.075, 20.853, 0.324
 0.151, 21.256, 0.443
 0.125, 21.537, 0.545
 0.093, 16.407, 0.006
 0.125, 21.658, 0.595
 0.155, 21.039, 0.375
 0.081, 19.239, 0.082
 0.147, 21.857, 0.683
 0.110, 20.976, 0.357
 0.200, 21.938, 0.722
 0.128, 16.675, 0.008
 0.129, 19.861, 0.142
 0.161, 21.745, 0.633
 0.138, 19.094, 0.072
 0.151, 15.815, 0.004
 0.160, 21.271, 0.448
 0.065, 21.076, 0.386
 0.108, 15.718, 0.003
 0.151, 19.932, 0.151
 0.117, 21.618, 0.578
 0.162, 21.183, 0.419
 0.146, 21.526, 0.541
 0.072, 20.793, 0.309
 0.151, 21.784, 0.650
 0.177, 21.545, 0.549
 0.149, 15.919, 0.004
 0.196, 21.462, 0.517
 0.164, 20.665, 0.279
 0.057, 12.140, 0.000
 0.177, 21.533, 0.544
 0.130, 20.609, 0.266
 0.158, 21.536, 0.545
 0.176, 20.834, 0.319
 0.138, 21.682, 0.605
 0.158, 18.195, 0.032
 0.175, 15.747, 0.003
 0.148, 21.656, 0.594
 0.154, 20.427, 0.229
 0.060, 20.372, 0.219
 0.149, 21.060, 0.381
 0.101, 21.331, 0.469
 0.112, 21.011, 0.367
 0.082, 20.259, 0.199
 0.163, 21.931, 0.719
 0.170, 19.639, 0.117
 0.140, 21.932, 0.719
 0.144, 21.176, 0.417
 0.137, 17.750, 0.021
 0.194, 17.700, 0.021
 0.166, 21.816, 0.665
 0.153, 20.540, 0.251
 0.172, 20.845, 0.322
 0.135, 21.112, 0.397
 0.183, 21.356, 0.478
 0.184, 15.366, 0.002
 0.166, 21.952, 0.729
 0.159, 18.989, 0.066
 0.194, 21.622, 0.580
 0.067, 21.506, 0.533
 0.083, 20.637, 0.272
 0.047, 20.078, 0.171
 0.140, 15.846, 0.004
 0.181, 21.055, 0.380
 0.083, 21.782, 0.649
 0.163, 18.390, 0.038
 0.103, 20.596, 0.263
 0.157, 20.950, 0.350
 0.167, 19.042, 0.069
 0.133, 16.070, 0.005
 0.137, 21.652, 0.592
 0.054, 18.739, 0.053
 0.166, 19.200, 0.079
 0.157, 17.047, 0.011
 0.115, 20.003, 0.160
 0.172, 21.661, 0.596
 0.116, 21.128, 0.402
 0.198, 14.130, 0.001
 0.194, 20.506, 0.244
 0.103, 18.133, 0.030
 0.127, 21.322, 0.466
 0.199, 21.346, 0.474
 0.163, 19.373, 0.093
 0.128, 19.840, 0.139
 0.151, 19.377, 0.093
 0.113, 19.485, 0.102
 0.087, 19.522, 0.105
 0.196, 21.502, 0.532
 0.181, 19.882, 0.144
 0.046, 19.864, 0.142
 0.103, 20.915, 0.340
 0.027, 20.981, 0.358
 0.172, 17.090, 0.012
 0.164, 21.009, 0.366
 0.157, 21.268, 0.447
 0.066, 20.204, 0.190
 0.188, 21.853, 0.682
 0.101, 17.529, 0.018
 0.100, 21.486, 0.526
 0.198, 21.160, 0.412
 0.194, 21.059, 0.381
 0.199, 21.799, 0.657
 0.048, 21.940, 0.723
 0.051, 21.463, 0.517
 0.079, 20.020, 0.162
 0.101, 21.516, 0.537
 0.183, 20.058, 0.168
 0.198, 16.517, 0.007
 0.108, 19.389, 0.094
 0.117, 19.109, 0.073
 0.171, 21.669, 0.600
 0.052, 13.532, 0.000
 0.140, 21.253, 0.442
 0.052, 20.320, 0.209
 0.160, 19.700, 0.123
 0.142, 21.748, 0.634
 0.138, 19.987, 0.158
 0.171, 20.223, 0.193
 0.072, 21.953, 0.729
 0.076, 21.574, 0.560
 0.192, 19.991, 0.158
 0.161, 20.743, 0.297
 0.048, 21.362, 0.480
 0.107, 19.776, 0.132
 0.041, 19.748, 0.128
 0.032, 21.234, 0.436
 0.040, 21.479, 0.523
 0.125, 20.415, 0.227
 0.194, 21.584, 0.564
 0.158, 21.610, 0.575
 0.132, 20.106, 0.175
 0.144, 21.373, 0.484
 0.058, 11.103, 0.000
 0.161, 20.072, 0.170
 0.061, 21.107, 0.395
 0.074, 21.712, 0.618
 0.116, 21.573, 0.560
 0.145, 15.250, 0.002
 0.059, 19.588, 0.112
 0.171, 18.811, 0.056
 0.113, 18.626, 0.047
 0.181, 21.877, 0.693
 0.194, 19.810, 0.136
 0.163, 21.622, 0.580
 0.120, 19.150, 0.076
 0.189, 19.835, 0.139
 0.162, 20.264, 0.200
 0.059, 15.165, 0.002
 0.079, 20.662, 0.278
 0.191, 21.930, 0.718
 0.158, 19.643, 0.117
 0.057, 21.152, 0.409
 0.193, 20.526, 0.249
 0.147, 13.023, 0.000
 0.183, 20.677, 0.281
 0.149, 21.682, 0.605
 0.119, 14.245, 0.001
 0.144, 20.753, 0.299
 0.100, 20.503, 0.244
 0.050, 15.391, 0.002
 0.145, 18.628, 0.048
 0.128, 15.492, 0.003
 0.119, 20.016, 0.162
 0.191, 16.689, 0.008
 0.061, 18.426, 0.040
 0.106, 20.921, 0.342
 0.120, 21.493, 0.529
 0.113, 19.291, 0.086
 0.095, 21.440, 0.508
 0.150, 21.747, 0.634
 0.121, 20.062, 0.168
 0.111, 21.674, 0.602
 0.149, 20.143, 0.180
 0.133, 20.513, 0.246
 0.152, 19.664, 0.119
 0.176, 21.117, 0.399
 0.110, 15.428, 0.003
 0.144, 21.170, 0.415
 0.177, 16.266, 0.006
 0.082, 15.337, 0.002
 0.139, 17.106, 0.012
 0.170, 16.382, 0.006
 0.033, 20.651, 0.275
 0.190, 20.788, 0.308
 0.162, 18.572, 0.045
 0.183, 20.738, 0.296
 0.097, 20.951, 0.350
 0.076, 19.247, 0.083
 0.158, 21.069, 0.384
 0.165, 18.648, 0.048
 0.164, 18.079, 0.029
 0.119, 19.027, 0.068
 0.076, 21.428, 0.504
 0.057, 21.969, 0.737
 0.194, 21.253, 0.442
 0.123, 21.311, 0.462
 0.059, 18.121, 0.030
 0.125, 21.034, 0.374
 0.150, 21.945, 0.725
 0.081, 20.949, 0.350
 0.167, 20.551, 0.254
 0.134, 20.818, 0.315
 0.186, 17.844, 0.023
 0.155, 18.849, 0.058
 0.168, 21.590, 0.567
 0.131, 19.899, 0.146
 0.116, 21.151, 0.409
 0.183, 21.045, 0.377
 0.153, 21.529, 0.542
 0.175, 21.832, 0.672
 0.056, 15.702, 0.003
 0.119, 19.088, 0.072
 0.151, 16.682, 0.008
 0.121, 20.921, 0.342
 0.141, 20.550, 0.254
 0.177, 21.009, 0.366
 0.151, 20.846, 0.322
 0.196, 18.261, 0.034
 0.164, 20.679, 0.282
 0.182, 18.703, 0.051
 0.173, 21.993, 0.749
 0.063, 21.372, 0.483
 0.074, 18.022, 0.027
 0.063, 19.250, 0.083
 0.096, 16.861, 0.010
 0.159, 21.126, 0.401
 0.091, 19.549, 0.108
 0.174, 21.122, 0.400
 0.096, 20.904, 0.337
 0.160, 20.004, 0.160
 0.193, 20.561, 0.256
 0.142, 18.640, 0.048
 0.192, 20.778, 0.305
 0.133, 19.479, 0.102
 0.128, 21.304, 0.459
 0.169, 20.161, 0.183
 0.195, 21.683, 0.606
 0.077, 20.668, 0.279
 0.176, 21.423, 0.502
 0.191, 19.511, 0.104
 0.174, 16.666, 0.008
 0.135, 20.812, 0.314
 0.195, 20.195, 0.189
 0.114, 21.026, 0.371
 0.128, 20.507, 0.245
 0.160, 18.623, 0.047
 0.041, 14.401, 0.001
 0.141, 19.872, 0.143
 0.134, 20.901, 0.337
 0.042, 18.255, 0.034
 0.152, 19.783, 0.132
 0.103, 20.962, 0.353
 0.134, 21.960, 0.733
 0.154, 17.032, 0.011
 0.123, 21.504, 0.533
 0.142, 21.881, 0.695
 0.186, 21.336, 0.471
 0.157, 21.674, 0.602
 0.141, 12.166, 0.000
 0.189, 21.921, 0.714
 0.182, 20.959, 0.352
 0.144, 19.601, 0.113
 0.093, 19.838, 0.139
 0.107, 21.956, 0.731
 0.094, 17.661, 0.020
 0.162, 21.696, 0.611
 0.195, 21.774, 0.646
 0.172, 20.533, 0.250
 0.146, 21.136, 0.404
 0.132, 18.912, 0.061
 0.078, 20.506, 0.244
 0.102, 20.353, 0.215
 0.168, 19.427, 0.097
 0.157, 20.684, 0.283
 0.133, 21.606, 0.574
 0.180, 21.268, 0.447
 0.134, 20.990, 0.361
 0.164, 20.681, 0.282
 0.155, 16.886, 0.010
 0.126, 20.446, 0.233
 0.124, 16.369, 0.006
 0.176, 21.652, 0.593
 0.056, 21.302, 0.459
 0.111, 15.903, 0.004
 0.151, 19.505, 0.104
 0.129, 18.073, 0.029
 0.075, 21.848, 0.679
 0.188, 20.193, 0.188
 0.200, 19.344, 0.090
 0.128, 21.140, 0.406
 0.186, 17.183, 0.013
 0.151, 19.206, 0.080
 0.194, 21.225, 0.433
 0.181, 19.345, 0.090
 0.196, 19.992, 0.159
 0.194, 20.931, 0.345
 0.189, 19.967, 0.155
 0.190, 21.154, 0.410
 0.120, 20.604, 0.265
 0.133, 21.775, 0.646
 0.191, 21.277, 0.450
 0.165, 21.449, 0.512
 0.134, 20.858, 0.325
 0.085, 18.139, 0.031
 0.179, 16.340, 0.006
 0.132, 13.803, 0.001
 0.171, 19.944, 0.152
 0.167, 20.685, 0.283
 0.053, 18.175, 0.032
 0.193, 18.919, 0.062
 0.151, 20.497, 0.243
 0.097, 12.003, 0.000
 0.169, 19.580, 0.111
 0.122, 21.257, 0.443
 0.148, 17.066, 0.011
 0.140, 19.840, 0.139
 0.076, 21.505, 0.533
 0.173, 21.978, 0.742
 0.170, 20.392, 0.222
 0.187, 17.052, 0.011
 0.198, 21.761, 0.640
 0.105, 21.222, 0.432
 0.192, 20.378, 0.220
 0.149, 17.102, 0.012
 0.147, 19.533, 0.107
 0.192, 21.472, 0.520
 0.188, 21.545, 0.549
 0.168, 20.073, 0.170
 0.173, 17.066, 0.011
 0.198, 21.211, 0.428
 0.155, 18.742, 0.053
 0.177, 17.114, 0.012
 0.192, 21.014, 0.368
 0.170, 19.340, 0.090
 0.132, 21.852, 0.681
 0.145, 19.084, 0.072
 0.194, 20.641, 0.273
 0.078, 21.861, 0.685
 0.162, 20.993, 0.362
 0.132, 20.670, 0.280
 0.163, 21.314, 0.463
 0.125, 21.972, 0.739
 0.162, 21.495, 0.529
 0.135, 20.982, 0.359
 0.130, 19.696, 0.123
 0.120, 19.211, 0.080
 0.088, 21.821, 0.667
 0.167, 20.960, 0.353
 0.091, 19.899, 0.147
 0.063, 18.259, 0.034
 0.198, 20.945, 0.348
 0.176, 20.376, 0.219
 0.163, 20.178, 0.186
 0.121, 20.347, 0.214
 0.200, 21.546, 0.549
 0.130, 18.720, 0.052
 0.190, 21.154, 0.410
 0.127, 19.823, 0.137
 0.178, 14.882, 0.002
 0.137, 18.468, 0.041
 0.172, 21.627, 0.582
 0.174, 16.220, 0.005
 0.197, 21.550, 0.551
 0.139, 21.704, 0.614
 0.123, 21.863, 0.686
 0.186, 19.563, 0.109
 0.063, 20.687, 0.283
 0.169, 20.724, 0.292
 0.140, 21.822, 0.667
 0.185, 18.662, 0.049
 0.127, 21.807, 0.660
 0.065, 20.741, 0.296
 0.137, 20.288, 0.204
 0.145, 15.920, 0.004
 0.119, 21.988, 0.747
 0.085, 21.138, 0.405
 0.119, 17.480, 0.017
 0.196, 20.707, 0.288
 0.091, 19.459, 0.100
 0.110, 19.299, 0.087
 0.111, 21.483, 0.525
 0.199, 21.088, 0.390
 0.050, 21.575, 0.561
 0.157, 20.628, 0.270
 0.061, 21.854, 0.682
 0.148, 21.335, 0.470
 0.138, 17.162, 0.013
 0.069, 15.893, 0.004
 0.146, 21.162, 0.413
 0.170, 21.389, 0.490
 0.118, 21.834, 0.673
 0.175, 19.880, 0.144
 0.117, 19.019, 0.068
 0.124, 21.766, 0.642
 0.075, 20.857, 0.325
 0.080, 21.234, 0.436
 0.166, 19.146, 0.076
 0.122, 21.011, 0.367
